Student_ID,Age,Gender,Study_Hours_Per_Week,Attendance_Rate,Assignments_Submitted,Course_Grade,Part_Time_Job,Monthly_Income,GPA,Social_Media_Usage_Hours,Extra_Curricular_Activities,Internet_Access,Parental_Education_Level,Mode_of_Transport
S00300,23,Male,16,0.64,1,C,Yes,12055,3.73,7,No,No,High School,Bike
S00301,24,Male,30,0.71,6,C,Yes,9296,3.77,4,No,No,High School,Bus
S00302,18,Male,32,0.92,2,A,No,11128,3.75,8,No,No,High School,Bike
S00303,20,Female,17,0.7,8,A,No,3401,2.16,15,No,Yes,Graduate,Bike
S00304,19,Other,16,0.71,5,C,No,16269,2.34,12,Yes,No,Diploma,Car
S00305,21,Other,8,0.56,0,C,Yes,19384,2.69,10,No,No,Graduate,Bus
S00306,24,Female,24,0.73,2,A,No,14441,2.42,18,No,No,Graduate,Bus
S00307,21,Other,14,0.54,0,A,No,7444,3.07,16,Yes,Yes,Graduate,Bus
S00308,23,Male,14,0.63,2,C,No,6202,2.52,9,No,Yes,Postgraduate,Car
S00309,21,Male,32,0.99,0,B,No,10021,2.32,17,Yes,No,High School,Bus
S00310,24,Other,16,0.95,9,D,No,5347,2.38,15,Yes,Yes,Diploma,Walk
S00311,23,Female,26,0.81,6,B,No,17544,3.49,7,Yes,Yes,Diploma,Bus
S00312,24,Male,25,0.86,1,B,No,11937,2.36,19,Yes,No,Graduate,Walk
S00313,24,Female,19,0.62,5,F,No,14509,3.0,2,No,Yes,Graduate,Bus
S00314,24,Female,20,0.57,8,D,No,16604,3.79,12,No,No,High School,Walk
S00315,18,Male,6,0.78,4,C,No,18470,3.08,11,Yes,Yes,Graduate,Car
S00316,21,Female,19,0.95,2,C,No,8910,2.39,13,No,No,High School,Walk
S00317,23,Other,19,0.92,3,B,Yes,214,2.85,6,No,Yes,High School,Walk
S00318,18,Male,27,0.79,2,F,No,19105,3.4,6,Yes,Yes,High School,Car
S00319,18,Female,22,0.99,3,B,Yes,5766,3.05,3,No,No,Diploma,Walk
S00320,22,Male,33,0.62,4,A,Yes,194,3.53,14,Yes,Yes,Postgraduate,Walk
S00321,21,Female,37,0.88,7,B,No,4779,2.19,13,Yes,Yes,Postgraduate,Walk
S00322,20,Male,33,0.64,3,B,No,8215,2.68,10,No,No,Diploma,Car
S00323,23,Female,21,0.99,7,A,No,18820,2.32,17,No,Yes,High School,Car
S00324,19,Female,30,0.63,3,A,No,15153,3.87,11,No,No,Postgraduate,Bus
S00325,18,Male,13,0.68,0,B,Yes,1518,2.44,18,Yes,Yes,Graduate,Walk
S00326,18,Other,25,0.74,2,F,No,3740,3.6,7,No,No,High School,Bus
S00327,22,Other,5,0.66,7,A,Yes,227,2.38,9,Yes,Yes,Diploma,Bike
S00328,18,Male,13,0.64,2,D,No,2361,3.8,6,No,Yes,Diploma,Walk
S00329,23,Male,31,0.74,4,A,Yes,14702,2.18,9,No,Yes,Postgraduate,Bus
S00330,18,Other,18,0.91,7,C,Yes,3101,2.6,3,Yes,Yes,High School,Bike
S00331,20,Female,35,0.89,1,A,Yes,16552,2.26,9,Yes,Yes,High School,Bus
S00332,18,Female,39,0.72,3,A,Yes,1422,2.65,18,No,No,Postgraduate,Bus
S00333,19,Female,34,0.66,5,D,Yes,1242,3.04,4,No,Yes,Diploma,Walk
S00334,24,Other,22,0.57,7,F,No,5363,3.94,4,No,No,Postgraduate,Walk
S00335,19,Male,21,0.93,3,B,No,11350,2.63,17,Yes,No,Diploma,Walk
S00336,20,Female,21,0.94,2,D,No,2837,2.5,17,Yes,No,Diploma,Bike
S00337,22,Male,32,0.53,0,D,No,11255,3.28,8,No,No,Postgraduate,Car
S00338,20,Other,28,0.87,6,D,No,16498,2.65,1,Yes,Yes,Graduate,Bus
S00339,19,Other,39,0.94,9,F,Yes,12671,2.64,18,Yes,No,High School,Bus
S00340,20,Other,32,0.87,6,B,No,543,3.92,12,Yes,Yes,High School,Walk
S00341,20,Female,18,0.67,7,A,No,3126,2.43,0,Yes,Yes,High School,Bike
S00342,24,Female,39,0.71,1,C,No,17641,2.25,5,No,Yes,Graduate,Bike
S00343,21,Male,10,0.65,1,D,No,12682,3.81,5,Yes,No,High School,Walk
S00344,21,Female,25,0.77,8,B,Yes,19401,3.27,12,Yes,No,High School,Bus
S00345,23,Male,32,0.94,8,F,No,17632,3.29,3,No,No,High School,Bus
S00346,20,Male,13,0.84,5,F,No,17745,3.4,9,No,Yes,Graduate,Bus
S00347,24,Other,17,0.73,4,B,Yes,6022,2.81,4,No,No,Diploma,Bus
S00348,18,Male,20,0.93,0,D,Yes,9663,3.04,4,Yes,No,Diploma,Walk
S00349,20,Female,27,0.5,3,C,No,3719,3.52,4,Yes,No,Postgraduate,Bike
S00350,22,Female,36,0.64,4,F,Yes,9394,3.11,10,No,Yes,Postgraduate,Walk
S00351,20,Male,37,0.72,9,A,Yes,640,3.18,18,Yes,Yes,Graduate,Bike
S00352,19,Male,25,0.8,2,F,Yes,991,3.9,3,Yes,Yes,Postgraduate,Walk
S00353,24,Male,8,1.0,4,C,Yes,5225,2.82,13,No,Yes,Postgraduate,Bus
S00354,24,Female,39,0.82,6,B,Yes,12854,2.62,19,Yes,Yes,Postgraduate,Car
S00355,22,Male,15,0.69,7,B,Yes,10029,2.21,10,No,No,Diploma,Car
S00356,19,Male,26,0.86,8,D,No,2909,2.19,16,Yes,Yes,Postgraduate,Bus
S00357,22,Male,17,0.99,1,F,No,8653,2.88,18,Yes,No,Diploma,Car
S00358,22,Other,23,0.81,7,A,No,99,2.63,4,Yes,Yes,High School,Car
S00359,19,Other,28,0.68,7,D,Yes,1068,3.04,18,Yes,No,Postgraduate,Car
S00360,23,Female,8,0.84,7,B,No,19784,2.11,7,Yes,No,Diploma,Bike
S00361,20,Other,29,0.73,8,C,No,1183,3.36,12,Yes,No,Postgraduate,Car
S00362,22,Female,35,0.77,1,C,Yes,19061,2.01,0,No,Yes,High School,Walk
S00363,18,Other,25,0.98,0,A,No,1429,2.02,7,Yes,No,Graduate,Walk
S00364,19,Other,34,0.72,9,D,No,1970,2.2,6,No,Yes,Graduate,Car
S00365,24,Other,9,0.66,6,A,Yes,12947,2.05,4,Yes,No,High School,Car
S00366,19,Female,8,0.82,1,A,Yes,9674,2.58,11,No,No,Graduate,Bus
S00367,24,Female,36,0.78,6,F,Yes,17275,3.71,16,No,Yes,Postgraduate,Bus
S00368,20,Male,9,0.7,8,C,Yes,3316,2.3,13,Yes,No,High School,Walk
S00369,20,Other,20,0.65,7,F,Yes,19436,3.66,18,Yes,No,Postgraduate,Bus
S00370,22,Female,31,0.76,6,A,Yes,17763,3.11,19,Yes,Yes,Graduate,Bike
S00371,19,Male,16,0.58,7,F,Yes,17520,2.26,8,Yes,No,Diploma,Bus
S00372,20,Female,5,0.63,4,A,Yes,361,3.79,5,Yes,Yes,Postgraduate,Walk
S00373,19,Female,6,0.93,0,A,No,5644,3.03,8,No,No,Graduate,Bike
S00374,24,Male,12,0.95,7,D,Yes,8085,3.14,17,Yes,Yes,Graduate,Bike
S00375,18,Female,38,0.7,4,D,Yes,11112,3.09,9,No,Yes,Graduate,Bike
S00376,19,Male,29,0.92,0,A,Yes,11299,3.7,8,No,No,Diploma,Bus
S00377,22,Other,38,0.55,9,C,No,3043,3.61,1,Yes,Yes,Postgraduate,Car
S00378,24,Other,5,0.61,8,C,No,8610,2.21,11,No,No,High School,Bus
S00379,18,Female,18,0.8,1,F,No,18289,3.24,14,No,No,High School,Bike
S00380,18,Other,36,0.84,1,B,Yes,3724,3.94,14,No,No,Diploma,Walk
S00381,23,Other,33,0.63,0,C,No,15468,3.35,9,No,Yes,Graduate,Bike
S00382,21,Female,23,0.97,3,F,No,12127,3.72,12,Yes,Yes,Postgraduate,Bike
S00383,20,Male,34,0.81,5,D,No,17982,2.43,4,No,Yes,Graduate,Walk
S00384,24,Other,27,0.96,5,A,No,7210,3.34,16,Yes,Yes,Graduate,Bus
S00385,18,Male,9,0.55,1,B,No,9715,3.35,5,No,No,Diploma,Car
S00386,23,Other,27,0.79,8,D,No,470,2.19,11,No,No,High School,Walk
S00387,23,Female,39,0.67,3,A,Yes,4546,2.77,2,No,No,Postgraduate,Walk
S00388,23,Female,11,0.93,5,B,No,12426,2.79,18,Yes,No,Postgraduate,Car
S00389,21,Male,35,0.51,9,C,Yes,4764,3.5,16,No,No,Diploma,Car
S00390,22,Female,18,0.88,4,D,No,14681,3.12,15,Yes,Yes,Diploma,Car
S00391,24,Male,31,0.58,2,A,No,17612,2.34,8,Yes,Yes,Diploma,Bike
S00392,20,Male,27,0.95,2,D,Yes,15141,2.69,16,No,No,High School,Car
S00393,19,Other,30,0.73,7,B,No,11764,2.08,13,No,Yes,High School,Car
S00394,19,Male,11,0.59,4,D,No,12674,2.68,11,No,No,Postgraduate,Car
S00395,19,Male,25,0.91,6,B,Yes,6699,2.07,17,Yes,Yes,Diploma,Walk
S00396,18,Female,28,0.75,0,D,Yes,133,3.97,18,No,No,Graduate,Walk
S00397,23,Male,21,0.53,5,B,Yes,18136,3.59,3,Yes,No,Postgraduate,Walk
S00398,20,Other,13,0.52,6,D,Yes,1948,3.92,15,No,No,Graduate,Walk
S00399,23,Male,19,0.63,9,D,Yes,5342,2.89,13,Yes,Yes,Postgraduate,Bus
S00400,22,Female,8,0.86,6,D,Yes,1622,2.73,13,Yes,No,Postgraduate,Car
S00401,21,Male,28,0.72,5,B,No,10268,3.96,6,Yes,Yes,High School,Bus
S00402,20,Male,35,0.76,7,B,No,10461,3.71,0,No,No,High School,Car
S00403,21,Female,16,0.57,3,B,No,15308,3.39,11,No,Yes,Postgraduate,Bike
S00404,21,Male,12,0.86,5,A,No,6965,2.72,13,Yes,No,Postgraduate,Bike
S00405,24,Male,21,0.68,5,D,No,19795,2.49,4,No,No,Graduate,Bike
S00406,19,Female,13,0.67,1,B,Yes,6113,2.98,0,Yes,No,Postgraduate,Walk
S00407,18,Other,21,0.79,4,C,No,16173,2.47,2,No,Yes,Diploma,Car
S00408,24,Other,20,0.88,5,C,Yes,8339,2.35,13,Yes,No,Diploma,Walk
S00409,18,Other,39,0.51,4,A,Yes,5347,2.64,16,Yes,No,Graduate,Walk
S00410,22,Other,17,0.52,6,D,Yes,363,2.22,1,No,Yes,Postgraduate,Bike
S00411,24,Other,16,0.55,7,D,Yes,9551,3.0,5,Yes,Yes,Graduate,Walk
S00412,24,Other,34,0.92,6,F,Yes,16998,3.61,4,No,Yes,Postgraduate,Walk
S00413,22,Female,7,0.93,1,C,Yes,13189,3.9,13,Yes,Yes,Postgraduate,Car
S00414,19,Female,9,0.82,7,C,Yes,11197,2.84,10,Yes,Yes,Graduate,Bus
S00415,24,Male,17,0.52,5,D,Yes,4326,3.92,16,Yes,No,Postgraduate,Walk
S00416,23,Male,17,0.88,4,B,Yes,7382,3.42,14,Yes,Yes,High School,Walk
S00417,21,Female,32,0.93,9,F,No,8310,2.12,9,No,Yes,Graduate,Car
S00418,24,Other,9,0.96,5,B,Yes,3578,2.84,15,No,Yes,Diploma,Car
S00419,23,Other,24,0.9,7,B,No,13927,3.92,0,No,No,Diploma,Walk
S00420,24,Female,32,0.72,5,D,No,9990,2.49,0,No,Yes,Postgraduate,Car
S00421,19,Other,22,0.73,6,A,No,6823,2.18,4,Yes,Yes,Graduate,Bike
S00422,18,Other,27,0.75,5,D,Yes,13824,2.58,7,Yes,Yes,High School,Bus
S00423,24,Female,31,0.74,6,B,Yes,1657,3.21,1,No,No,Diploma,Walk
S00424,23,Other,6,0.76,8,D,No,19560,3.65,5,No,No,Postgraduate,Walk
S00425,18,Other,35,0.54,9,D,No,14959,2.97,4,Yes,No,Graduate,Walk
S00426,19,Male,22,0.91,8,A,Yes,13895,3.26,6,Yes,Yes,Diploma,Car
S00427,20,Male,27,0.5,9,F,No,3937,3.78,0,No,No,High School,Bus
S00428,18,Other,20,0.52,6,F,Yes,12611,3.25,19,Yes,Yes,Graduate,Car
S00429,22,Female,30,0.51,1,B,Yes,3818,3.06,4,No,No,Graduate,Walk
S00430,20,Male,29,0.95,6,F,Yes,2000,2.12,10,Yes,Yes,Diploma,Bus
S00431,19,Other,39,1.0,6,B,Yes,13021,3.33,4,Yes,Yes,Diploma,Walk
S00432,20,Other,26,0.65,9,C,No,7058,3.09,5,Yes,Yes,Diploma,Bus
S00433,21,Male,13,0.56,2,A,Yes,16433,3.66,13,No,Yes,Graduate,Car
S00434,23,Female,38,0.51,2,F,No,1840,3.05,15,Yes,Yes,Graduate,Car
S00435,24,Male,27,0.95,3,B,No,12488,2.56,2,No,No,High School,Bus
S00436,20,Female,31,0.68,4,A,No,1874,2.36,17,Yes,No,Postgraduate,Car
S00437,24,Female,14,0.75,2,B,No,18795,3.37,1,No,No,High School,Car
S00438,23,Female,20,0.69,2,A,No,10043,2.9,16,No,Yes,High School,Car
S00439,19,Other,8,0.95,9,D,No,2496,3.31,18,No,Yes,Postgraduate,Car
S00440,21,Male,35,0.92,1,C,Yes,5589,3.66,1,Yes,Yes,Diploma,Bike
S00441,23,Female,8,0.95,7,C,Yes,4346,2.65,0,Yes,No,Graduate,Bike
S00442,22,Other,18,0.71,8,F,No,17539,3.26,19,Yes,No,High School,Bike
S00443,22,Male,20,0.61,3,A,No,17785,3.86,16,Yes,No,Postgraduate,Car
S00444,23,Male,23,0.8,1,A,No,1378,2.42,4,No,No,High School,Bus
S00445,23,Female,7,0.61,9,B,No,8199,3.71,8,Yes,No,High School,Bus
S00446,18,Male,7,0.66,6,D,Yes,860,2.36,9,No,No,Postgraduate,Walk
S00447,20,Female,24,0.97,2,F,No,12483,2.72,12,Yes,Yes,Diploma,Car
S00448,24,Other,6,0.94,9,B,Yes,1453,2.86,3,Yes,Yes,High School,Bike
S00449,23,Male,24,0.72,3,B,Yes,3167,3.2,3,No,No,Diploma,Walk
S00450,24,Male,30,0.66,6,D,Yes,6884,2.35,19,No,No,Diploma,Bike
S00451,19,Male,23,0.79,2,F,Yes,3655,2.98,16,No,No,Diploma,Bus
S00452,22,Male,37,0.88,7,D,No,2952,3.89,16,No,No,High School,Bus
S00453,23,Female,38,0.6,7,D,No,7682,2.68,6,Yes,No,High School,Car
S00454,22,Male,32,0.95,2,B,Yes,14559,2.44,11,Yes,No,High School,Walk
S00455,20,Male,18,0.59,5,D,Yes,3790,2.09,4,Yes,No,High School,Bus
S00456,19,Other,18,0.81,7,B,No,17418,3.41,14,No,No,Graduate,Walk
S00457,19,Male,33,0.77,8,B,No,1465,3.01,0,No,Yes,High School,Bike
S00458,21,Female,30,0.66,4,D,Yes,3216,3.06,12,Yes,No,Graduate,Car
S00459,23,Female,37,0.78,8,C,No,15630,3.95,1,No,No,Diploma,Walk
S00460,22,Male,9,0.94,5,A,Yes,11795,2.49,5,Yes,No,High School,Car
S00461,24,Female,6,0.67,7,D,No,3971,3.68,1,Yes,Yes,High School,Bike
S00462,23,Male,13,0.94,4,A,No,11171,2.35,15,No,Yes,High School,Walk
S00463,20,Female,23,0.53,3,B,Yes,13429,2.91,15,Yes,No,High School,Walk
S00464,22,Other,31,0.77,5,A,Yes,13507,3.31,9,Yes,Yes,Diploma,Car
S00465,20,Other,31,0.65,6,C,No,10112,3.7,10,Yes,Yes,Diploma,Bus
S00466,23,Male,30,0.97,3,C,No,2013,3.45,2,No,No,High School,Bus
S00467,23,Other,18,0.52,1,A,Yes,17349,3.25,6,Yes,Yes,Postgraduate,Bike
S00468,18,Female,7,0.51,0,B,Yes,7502,2.03,6,Yes,No,High School,Walk
S00469,20,Female,25,0.9,3,F,Yes,5671,3.12,4,Yes,No,High School,Walk
S00470,19,Male,12,0.87,3,A,Yes,3309,2.74,9,Yes,No,Postgraduate,Bike
S00471,18,Male,10,0.58,6,D,No,17026,3.94,12,No,Yes,High School,Car
S00472,20,Other,6,0.97,3,C,No,11166,2.65,1,Yes,Yes,High School,Bus
S00473,23,Female,10,0.94,7,D,No,11232,2.21,15,Yes,No,Diploma,Bike
S00474,22,Female,15,0.62,0,B,Yes,12611,2.29,0,Yes,Yes,Postgraduate,Car
S00475,21,Female,9,0.84,0,F,No,7412,3.38,18,Yes,No,Diploma,Car
S00476,22,Other,14,0.71,0,B,Yes,8714,2.82,19,Yes,Yes,Diploma,Bus
S00477,18,Other,11,0.78,4,F,No,17942,2.79,16,Yes,Yes,Graduate,Bus
S00478,18,Female,22,0.9,2,C,No,6086,2.76,8,Yes,Yes,Graduate,Walk
S00479,18,Male,14,0.82,3,D,No,14816,3.92,9,Yes,No,High School,Bus
S00480,20,Other,11,0.55,9,C,Yes,5723,2.29,14,Yes,No,Diploma,Bike
S00481,19,Male,35,0.8,1,B,No,11734,3.69,13,No,No,Diploma,Walk
S00482,24,Other,12,0.59,4,A,Yes,16522,3.71,9,Yes,Yes,High School,Car
S00483,18,Other,14,0.72,4,F,Yes,4257,3.32,1,No,Yes,Diploma,Bike
S00484,19,Female,32,0.7,4,A,Yes,19298,2.53,18,Yes,Yes,Graduate,Bike
S00485,18,Female,30,0.54,4,C,No,269,3.24,2,Yes,No,Graduate,Bike
S00486,21,Other,24,0.55,0,F,Yes,5246,2.14,14,No,No,Postgraduate,Bus
S00487,22,Other,6,0.89,3,B,Yes,18746,3.87,15,No,No,Graduate,Bike
S00488,23,Female,27,0.79,5,B,No,1558,3.33,16,Yes,No,High School,Walk
S00489,20,Female,27,0.99,7,D,Yes,6773,2.29,15,No,No,Graduate,Bike
S00490,21,Male,21,0.98,9,B,No,15316,3.56,3,No,Yes,High School,Walk
S00491,21,Male,25,0.6,7,C,Yes,16161,2.63,4,No,Yes,Graduate,Car
S00492,19,Male,30,0.93,5,D,Yes,19163,2.08,17,No,No,High School,Car
S00493,21,Female,35,0.66,6,D,No,6231,2.46,0,No,No,Postgraduate,Car
S00494,20,Female,12,0.59,0,C,No,7805,3.3,0,Yes,No,Postgraduate,Car
S00495,18,Male,11,0.73,6,C,Yes,510,3.3,14,Yes,No,Graduate,Bus
S00496,22,Female,25,0.64,3,B,No,18592,3.91,9,Yes,No,High School,Walk
S00497,20,Male,27,0.75,0,B,No,4893,2.75,6,Yes,Yes,Graduate,Walk
S00498,22,Male,17,0.82,7,F,No,8276,3.56,7,Yes,No,Graduate,Car
S00499,21,Male,32,0.65,9,D,No,13339,2.97,8,Yes,No,High School,Bus
S00500,20,Other,31,0.77,6,B,No,1940,3.5,9,No,Yes,High School,Bike
S00501,24,Male,36,0.81,9,D,No,18789,3.0,8,Yes,No,High School,Walk
S00502,19,Other,24,0.81,7,D,No,18220,2.94,4,No,No,Diploma,Bus
S00503,22,Male,17,0.96,0,A,No,15108,2.77,11,No,No,Postgraduate,Bus
S00504,19,Other,6,0.82,7,F,Yes,15955,2.07,17,Yes,Yes,High School,Bus
S00505,23,Male,23,0.67,9,A,No,13529,3.69,11,Yes,No,Graduate,Car
S00506,22,Female,19,0.55,0,F,Yes,10289,3.26,1,Yes,Yes,Graduate,Walk
S00507,23,Other,31,0.74,9,A,Yes,14317,2.96,8,No,No,Diploma,Bike
S00508,21,Male,16,0.79,8,A,No,16100,3.1,5,Yes,Yes,Postgraduate,Bus
S00509,22,Female,14,0.78,6,D,No,3848,2.4,12,Yes,No,Diploma,Car
S00510,18,Female,32,0.78,7,D,Yes,18393,3.9,8,No,Yes,Postgraduate,Walk
S00511,23,Male,8,0.69,9,A,Yes,19791,2.54,14,Yes,Yes,Postgraduate,Walk
S00512,18,Female,8,0.98,4,C,Yes,5941,2.0,8,No,No,Graduate,Walk
S00513,22,Female,32,0.81,5,A,Yes,11861,3.2,11,No,Yes,Graduate,Car
S00514,22,Female,33,0.61,3,F,Yes,7172,3.65,17,No,No,Postgraduate,Bike
S00515,21,Male,16,0.5,8,C,No,14440,3.26,7,Yes,Yes,Diploma,Walk
S00516,18,Other,26,0.79,7,C,No,7759,2.56,12,Yes,Yes,Postgraduate,Bus
S00517,19,Male,8,0.87,1,A,Yes,7109,2.83,14,Yes,Yes,Graduate,Car
S00518,20,Male,29,0.55,6,F,No,11489,3.41,7,Yes,Yes,Diploma,Walk
S00519,19,Other,12,0.73,6,F,No,7122,3.37,3,Yes,Yes,Postgraduate,Walk
S00520,20,Male,33,0.99,6,B,Yes,19326,2.92,14,Yes,No,Graduate,Bus
S00521,20,Other,11,0.75,2,A,No,18266,2.01,10,No,No,Postgraduate,Bike
S00522,20,Female,12,0.93,1,B,No,12348,3.12,6,Yes,No,Graduate,Walk
S00523,22,Female,22,0.57,0,F,No,8941,2.88,18,No,Yes,High School,Car
S00524,24,Male,30,0.73,7,A,No,9263,2.63,18,Yes,No,Graduate,Walk
S00525,18,Male,13,0.68,0,D,No,1769,3.44,0,No,No,Diploma,Walk
S00526,21,Female,35,0.51,1,D,Yes,3326,2.8,4,Yes,Yes,Postgraduate,Car
S00527,21,Other,10,0.76,5,B,Yes,5750,3.09,17,Yes,No,Graduate,Bike
S00528,21,Female,19,0.7,6,A,Yes,5674,2.35,18,Yes,Yes,Postgraduate,Car
S00529,18,Male,22,0.81,6,C,Yes,4658,2.28,14,No,Yes,Diploma,Bus
S00530,22,Female,14,0.77,9,D,No,14197,2.94,2,Yes,Yes,Graduate,Bike
S00531,23,Female,12,0.73,1,A,No,20,2.29,4,Yes,Yes,High School,Bike
S00532,24,Other,29,0.55,7,D,Yes,14244,3.85,19,No,No,High School,Bus
S00533,23,Female,38,0.72,2,A,No,9899,3.06,14,No,Yes,High School,Bike
S00534,21,Other,10,0.99,1,A,Yes,5801,3.1,11,No,No,High School,Car
S00535,22,Female,27,0.64,1,B,No,6439,3.39,3,Yes,No,Postgraduate,Bike
S00536,19,Other,24,0.69,0,F,No,7003,3.02,10,Yes,No,Graduate,Bike
S00537,18,Other,27,0.92,0,F,Yes,1438,3.26,2,Yes,No,High School,Walk
S00538,19,Female,27,0.76,6,A,No,17271,2.5,0,Yes,No,High School,Car
S00539,18,Female,26,0.5,8,A,No,5527,2.44,10,Yes,No,High School,Bus
S00540,22,Female,27,0.77,5,D,No,11919,2.13,12,No,No,Postgraduate,Bus
S00541,23,Other,13,0.94,7,A,No,12746,2.91,7,No,No,Diploma,Walk
S00542,22,Male,33,0.85,2,A,Yes,12257,2.86,18,Yes,Yes,Graduate,Bus
S00543,24,Male,25,0.88,1,F,Yes,349,3.81,4,Yes,No,Graduate,Bus
S00544,19,Other,34,0.52,1,D,No,17647,2.27,2,Yes,Yes,Postgraduate,Walk
S00545,23,Other,7,0.59,0,C,No,9584,3.24,9,Yes,Yes,Diploma,Bus
S00546,18,Other,37,0.79,6,D,Yes,19262,2.49,8,Yes,No,Graduate,Walk
S00547,23,Female,20,0.58,8,F,No,14046,3.61,16,Yes,Yes,Diploma,Walk
S00548,24,Female,32,0.88,2,B,Yes,19896,2.31,8,Yes,Yes,High School,Bus
S00549,23,Female,24,0.61,3,A,Yes,15304,2.15,11,No,Yes,Graduate,Car
S00550,21,Male,14,0.66,1,D,No,6584,2.7,10,Yes,No,Diploma,Walk
S00551,21,Female,32,0.52,7,D,No,17111,3.57,15,No,No,High School,Bus
S00552,20,Male,12,0.71,8,D,Yes,5720,2.41,3,No,Yes,High School,Bike
S00553,23,Female,28,0.63,4,D,No,17731,2.57,19,No,No,High School,Walk
S00554,24,Male,5,0.52,2,A,Yes,1521,3.3,1,Yes,Yes,Postgraduate,Bike
S00555,19,Other,21,0.57,0,A,Yes,6732,2.71,7,Yes,No,Postgraduate,Walk
S00556,24,Other,24,0.7,0,A,No,8624,3.29,15,No,Yes,Postgraduate,Walk
S00557,22,Other,17,0.67,3,F,No,16251,3.46,18,Yes,Yes,Graduate,Bike
S00558,23,Male,17,0.93,1,A,Yes,14996,2.49,10,No,Yes,High School,Bike
S00559,19,Male,35,0.65,3,C,Yes,6808,2.89,13,Yes,No,Graduate,Car
S00560,24,Female,26,0.71,8,F,No,19740,2.52,1,No,No,Diploma,Car
S00561,21,Male,19,0.7,2,A,No,18631,3.45,14,No,No,Diploma,Bus
S00562,23,Male,19,0.8,0,D,No,11304,3.02,16,No,Yes,Diploma,Bike
S00563,20,Female,38,0.95,0,B,No,5104,2.14,9,No,No,Diploma,Walk
S00564,18,Male,36,0.84,3,C,No,13492,3.5,0,Yes,Yes,Postgraduate,Bus
S00565,21,Male,17,0.92,8,F,Yes,6416,3.58,3,No,Yes,Postgraduate,Walk
S00566,21,Other,24,0.59,2,C,Yes,9698,2.56,17,No,Yes,Postgraduate,Bus
S00567,24,Female,29,0.92,3,F,Yes,5626,3.25,1,No,Yes,Diploma,Walk
S00568,19,Other,26,0.85,3,F,No,18565,3.9,2,No,No,Postgraduate,Bus
S00569,18,Male,7,0.65,9,D,Yes,5973,2.7,12,No,No,Graduate,Car
S00570,24,Female,33,0.95,3,C,Yes,18499,3.74,12,No,No,High School,Bike
S00571,21,Female,8,0.83,3,D,Yes,13362,3.92,14,Yes,Yes,High School,Car
S00572,20,Other,22,0.73,3,A,Yes,16401,2.98,5,Yes,Yes,High School,Bike
S00573,22,Other,25,0.85,3,D,No,872,2.47,0,No,No,Diploma,Bike
S00574,21,Other,35,0.5,4,B,Yes,14956,2.31,9,No,Yes,Diploma,Bus
S00575,23,Female,38,0.66,6,D,No,4876,3.0,11,No,No,Postgraduate,Car
S00576,19,Female,21,0.89,1,C,No,4201,3.8,15,No,No,Graduate,Walk
S00577,21,Female,30,0.93,3,C,Yes,7053,3.31,1,Yes,Yes,Graduate,Walk
S00578,19,Female,29,0.9,6,D,No,9293,3.54,2,No,Yes,High School,Bus
S00579,18,Male,8,0.87,8,C,Yes,11309,2.88,3,No,Yes,Diploma,Bike
S00580,21,Other,32,0.75,4,B,No,8569,2.63,4,Yes,No,Graduate,Car
S00581,20,Female,6,0.59,4,A,Yes,9,3.95,14,No,No,High School,Car
S00582,21,Male,7,0.56,7,A,Yes,7582,2.42,3,Yes,No,High School,Bus
S00583,22,Other,33,0.96,9,C,Yes,18607,3.87,3,No,Yes,High School,Car
S00584,20,Female,32,0.61,6,C,No,2255,3.77,15,Yes,No,Graduate,Bike
S00585,22,Male,31,0.62,2,A,Yes,16155,2.24,1,No,No,Diploma,Bus
S00586,21,Female,11,0.86,1,B,Yes,3680,2.58,8,No,Yes,High School,Bus
S00587,20,Male,25,0.88,5,D,No,15064,3.67,11,No,No,Diploma,Bus
S00588,20,Other,18,0.7,4,A,Yes,9116,2.61,15,No,Yes,Graduate,Walk
S00589,22,Male,27,0.54,8,A,No,18377,3.12,4,Yes,Yes,High School,Bike
S00590,18,Other,39,0.74,7,A,Yes,16426,3.14,13,Yes,Yes,High School,Car
S00591,22,Male,34,0.91,2,C,No,19856,3.46,7,No,No,Diploma,Bike
S00592,20,Male,33,0.94,6,C,No,13203,3.89,14,No,No,High School,Car
S00593,21,Female,13,0.83,9,F,No,1777,2.04,13,Yes,Yes,Diploma,Bike
S00594,21,Male,27,0.84,1,A,Yes,3575,3.87,19,No,Yes,Graduate,Bus
S00595,18,Female,9,0.51,5,C,No,11556,3.67,16,No,Yes,Postgraduate,Car
S00596,21,Other,18,0.61,0,A,Yes,2680,2.24,16,No,Yes,High School,Bus
S00597,20,Male,19,0.87,8,D,Yes,2795,3.35,6,No,Yes,Postgraduate,Car
S00598,21,Female,19,0.77,1,C,No,12248,3.34,18,Yes,Yes,Graduate,Walk
S00599,20,Female,39,0.79,6,A,Yes,11828,2.56,19,Yes,No,High School,Bus
S00600,21,Other,15,0.91,3,C,Yes,11117,3.54,10,No,No,High School,Bike
S00601,18,Male,33,0.83,4,B,No,5951,3.74,12,No,No,Postgraduate,Bus
S00602,21,Male,12,0.71,2,B,No,12232,2.5,14,Yes,Yes,Postgraduate,Bike
S00603,19,Female,25,0.99,1,D,No,16170,3.66,10,Yes,No,High School,Car
